businessid,null_search_cnt
BZID-1304471391,4
BZID-1304471402,3
BZID-1304471408,8
BZID-1304471410,1
BZID-1304471413,6
BZID-1304471414,11
BZID-1304471419,4
BZID-1304471423,5
BZID-1304471428,3
BZID-1304471434,1
BZID-1304471435,1
BZID-1304471441,2
BZID-1304471445,1
BZID-1304471446,4
BZID-1304471448,1
BZID-1304471452,4
BZID-1304471456,1
BZID-1304471457,1
BZID-1304471459,2
BZID-1304471462,4
BZID-1304471466,8
BZID-1304471467,20
BZID-1304471468,1
BZID-1304471469,2
BZID-1304471490,1
BZID-1304471492,1
BZID-1304471494,1
BZID-1304471495,8
BZID-1304471497,20
BZID-1304471505,5
BZID-1304471509,3
BZID-1304471512,1
BZID-1304471529,1
BZID-1304471530,1
BZID-1304471533,9
BZID-1304471534,1
BZID-1304471535,11
BZID-1304471553,4
BZID-1304471555,37
BZID-1304471556,2
BZID-1304471560,2
BZID-1304471566,4
BZID-1304471568,6
BZID-1304471572,1
BZID-1304471589,1
BZID-1304471603,2
BZID-1304471604,2
BZID-1304471611,23
BZID-1304471613,1
BZID-1304471615,5
BZID-1304471617,3
BZID-1304471619,4
BZID-1304471621,1
BZID-1304471623,5
BZID-1304471629,10
BZID-1304471631,1
BZID-1304471633,4
BZID-1304471640,38
BZID-1304471651,6
BZID-1304471654,6
BZID-1304471658,3
BZID-1304471672,1
BZID-1304471677,4
BZID-1304471679,6
BZID-1304471681,2
BZID-1304471683,6
BZID-1304471687,2
BZID-1304471693,3
BZID-1304471697,2
BZID-1304471705,6
BZID-1304471706,6
BZID-1304471713,1
BZID-1304471714,13
BZID-1304471716,23
BZID-1304471729,16
BZID-1304471731,1
BZID-1304471735,1
BZID-1304471737,3
BZID-1304471742,6
BZID-1304471743,5
BZID-1304471746,3
BZID-1304471754,1
BZID-1304471761,1
BZID-1304471763,8
BZID-1304471770,2
BZID-1304471772,1
BZID-1304471777,9
BZID-1304471784,4
BZID-1304471790,9
BZID-1304471797,2
BZID-1304471804,1
BZID-1304471809,1
BZID-1304471811,1
BZID-1304471812,2
BZID-1304471817,6
BZID-1304471818,1
BZID-1304471822,5
BZID-1304471823,1
BZID-1304471826,14
BZID-1304471835,2
BZID-1304471836,2
BZID-1304471837,2
BZID-1304471840,1
BZID-1304471841,2
BZID-1304471844,10
BZID-1304471846,1
BZID-1304471848,2
BZID-1304471849,9
BZID-1304471850,4
BZID-1304471857,3
BZID-1304471859,1
BZID-1304471868,13
BZID-1304471879,5
BZID-1304471881,10
BZID-1304471882,1
BZID-1304471884,2
BZID-1304471886,5
BZID-1304471888,2
BZID-1304471897,1
BZID-1304471902,1
BZID-1304471905,8
BZID-1304471910,1
BZID-1304471911,3
BZID-1304471914,1
BZID-1304471925,2
BZID-1304471927,3
BZID-1304471928,2
BZID-1304471936,6
BZID-1304471946,12
BZID-1304471947,10
BZID-1304471962,1
BZID-1304471964,11
BZID-1304471965,4
BZID-1304471967,6
BZID-1304471969,3
BZID-1304471971,4
BZID-1304471974,1
BZID-1304471976,2
BZID-1304471978,6
BZID-1304471990,6
BZID-1304471991,1
BZID-1304471995,8
BZID-1304471997,6
BZID-1304471998,1
BZID-1304471999,2
BZID-1304472007,1
BZID-1304472013,1
BZID-1304472016,2
BZID-1304472018,6
BZID-1304472021,3
BZID-1304472027,1
BZID-1304472028,2
BZID-1304472037,2
BZID-1304472039,2
BZID-1304472050,5
BZID-1304472051,3
BZID-1304472054,4
BZID-1304472055,2
BZID-1304472058,2
BZID-1304472061,3
BZID-1304472066,1
BZID-1304472068,1
BZID-1304472069,2
BZID-1304472071,18
BZID-1304472073,3
BZID-1304472076,9
BZID-1304472104,3
BZID-1304472108,1
BZID-1304472109,1
BZID-1304472112,3
BZID-1304472113,1
BZID-1304472114,3
BZID-1304472116,8
BZID-1304472125,2
BZID-1304472129,2
BZID-1304472137,2
BZID-1304472138,1
BZID-1304472139,3
BZID-1304472145,16
BZID-1304472148,2
BZID-1304472155,2
BZID-1304472157,4
BZID-1304472163,16
BZID-1304472173,1
BZID-1304472184,6
BZID-1304472189,1
BZID-1304472194,1
BZID-1304472198,1
BZID-1304472206,1
BZID-1304472209,1
BZID-1304472213,3
BZID-1304472218,3
BZID-1304472223,2
BZID-1304472232,11
BZID-1304472237,1
BZID-1304472246,2
BZID-1304472249,4
BZID-1304472252,6
BZID-1304472261,13
BZID-1304472278,5
BZID-1304472282,1
BZID-1304472283,5
BZID-1304472286,15
BZID-1304472287,14
BZID-1304472295,1
BZID-1304472297,3
BZID-1304472312,2
BZID-1304472314,4
BZID-1304472315,2
BZID-1304472319,9
BZID-1304472326,1
BZID-1304472327,10
BZID-1304472337,8
BZID-1304472370,1
BZID-1304472372,5
BZID-1304472373,1
BZID-1304472385,14
BZID-1304472386,2
BZID-1304472388,4
BZID-1304472389,3
BZID-1304472395,1
BZID-1304472401,2
BZID-1304472409,1
BZID-1304472413,3
BZID-1304472416,2
BZID-1304472418,2
BZID-1304472426,2
BZID-1304472433,2
BZID-1304472435,2
BZID-1304472437,5
BZID-1304472446,1
BZID-1304472451,3
BZID-1304472465,1
BZID-1304472470,14
BZID-1304472485,2
BZID-1304472503,1
BZID-1304472510,19
BZID-1304472524,3
BZID-1304472529,3
BZID-1304472532,2
BZID-1304472535,2
BZID-1304472537,2
BZID-1304472543,1
BZID-1304472554,5
BZID-1304472555,2
BZID-1304472563,8
BZID-1304472565,1
BZID-1304472567,4
BZID-1304472579,2
BZID-1304472590,4
BZID-1304472596,1
BZID-1304472597,1
BZID-1304472612,1
BZID-1304472616,8
BZID-1304472618,1
BZID-1304472619,2
BZID-1304472626,4
BZID-1304472630,3
BZID-1304472640,46
BZID-1304472641,5
BZID-1304472660,2
BZID-1304472673,3
BZID-1304472676,1
BZID-1304472679,1
BZID-1304472686,17
BZID-1304472695,3
BZID-1304472713,2
BZID-1304472715,1
BZID-1304472723,1
BZID-1304472728,3
BZID-1304472731,2
BZID-1304472736,1
BZID-1304472740,1
BZID-1304472745,2
BZID-1304472747,2
BZID-1304472751,4
BZID-1304472754,5
BZID-1304472755,17
BZID-1304472760,5
BZID-1304472769,2
BZID-1304472775,1
BZID-1304472779,2
BZID-1304472786,11
BZID-1304472789,8
BZID-1304472796,1
BZID-1304472807,4
BZID-1304472819,3
BZID-1304472824,3
BZID-1304472838,1
BZID-1304472841,3
BZID-1304472854,3
BZID-1304472855,9
BZID-1304472859,4
BZID-1304472863,3
BZID-1304472872,3
BZID-1304472875,1
BZID-1304472879,1
BZID-1304472886,8
BZID-1304472889,2
BZID-1304472890,14
BZID-1304472894,1
BZID-1304472895,1
BZID-1304472897,1
BZID-1304472903,9
BZID-1304472908,3
BZID-1304472911,10
BZID-1304472912,5
BZID-1304472922,1
BZID-1304472932,2
BZID-1304472942,6
BZID-1304472956,2
BZID-1304472961,2
BZID-1304472964,1
BZID-1304472966,3
BZID-1304472977,1
BZID-1304472979,2
BZID-1304472983,21
BZID-1304472984,1
BZID-1304472986,1
BZID-1304472987,1
BZID-1304472989,2
BZID-1304472999,3
BZID-1304473002,2
BZID-1304473006,4
BZID-1304473008,1
BZID-1304473028,1
BZID-1304473036,3
BZID-1304473038,3
BZID-1304473039,4
BZID-1304473053,1
BZID-1304473056,3
BZID-1304473060,2
BZID-1304473067,1
BZID-1304473072,1
BZID-1304473097,3
BZID-1304473138,6
BZID-1304473144,8
BZID-1304473146,1
BZID-1304473148,2
BZID-1304473161,1
BZID-1304473169,1
BZID-1304473170,1
BZID-1304473190,3
BZID-1304473191,9
BZID-1304473193,3
BZID-1304473196,3
BZID-1304473206,17
BZID-1304473207,4
BZID-1304473217,11
BZID-1304473221,4
BZID-1304473225,2
BZID-1304473228,4
BZID-1304473243,6
BZID-1304473247,1
BZID-1304473254,1
BZID-1304473266,1
BZID-1304473271,3
BZID-1304473272,4
BZID-1304473274,10
BZID-1304473276,5
BZID-1304473283,5
BZID-1304473289,4
BZID-1304473290,2
BZID-1304473307,8
BZID-1304473314,1
BZID-1304473316,2
BZID-1304473317,1
BZID-1304473319,1
BZID-1304473320,4
BZID-1304473324,5
BZID-1304473326,19
BZID-1304473327,13
BZID-1304473329,1
BZID-1304473330,1
BZID-1304473337,3
BZID-1304473346,2
BZID-1304473353,3
BZID-1304473355,7
BZID-1304473364,2
BZID-1304473367,1
BZID-1304473373,1
BZID-1304473375,4
BZID-1304473381,2
BZID-1304473389,3
BZID-1304473391,2
BZID-1304473392,1
BZID-1304473423,1
BZID-1304473424,4
BZID-1304473429,1
BZID-1304473445,9
BZID-1304473447,2
BZID-1304473449,1
BZID-1304473452,3
BZID-1304473467,2
BZID-1304473471,2
BZID-1304473475,1
BZID-1304473482,1
BZID-1304473490,3
BZID-1304473494,1
BZID-1304473497,6
BZID-1304473505,2
BZID-1304473514,1
BZID-1304473532,1
BZID-1304473538,1
BZID-1304473540,8
BZID-1304473551,1
BZID-1304473559,4
BZID-1304473576,10
BZID-1304473584,1
BZID-1304473600,2
BZID-1304473604,4
BZID-1304473619,2
BZID-1304473620,1
BZID-1304473628,1
BZID-1304473631,4
BZID-1304473633,3
BZID-1304473635,4
BZID-1304473637,1
BZID-1304473640,3
BZID-1304473644,1
BZID-1304473647,4
BZID-1304473661,4
BZID-1304473662,1
BZID-1304473676,1
BZID-1304473705,1
BZID-1304473720,3
BZID-1304473725,1
BZID-1304473728,2
BZID-1304473730,1
BZID-1304473732,27
BZID-1304473734,4
BZID-1304473741,2
BZID-1304473749,1
BZID-1304473753,1
BZID-1304473755,4
BZID-1304473761,2
BZID-1304473763,1
BZID-1304473770,1
BZID-1304473777,1
BZID-1304473778,8
BZID-1304473795,2
BZID-1304473798,3
BZID-1304473809,5
BZID-1304473810,3
BZID-1304473811,2
BZID-1304473813,1
BZID-1304473814,2
BZID-1304473817,2
BZID-1304473818,1
BZID-1304473824,1
BZID-1304473834,5
BZID-1304473846,4
BZID-1304473849,5
BZID-1304473854,3
BZID-1304473857,3
BZID-1304473876,2
BZID-1304473879,4
BZID-1304473891,4
BZID-1304473905,3
BZID-1304473910,4
BZID-1304473918,1
BZID-1304473922,2
BZID-1304473932,1
BZID-1304473933,3
BZID-1304473953,22
BZID-1304473976,2
BZID-1304473987,1
BZID-1304473994,10
BZID-1304473997,2
BZID-1304474011,1
BZID-1304474017,2
BZID-1304474020,1
BZID-1304474024,8
BZID-1304474035,1
BZID-1304474041,2
BZID-1304474051,6
BZID-1304474082,3
BZID-1304474118,2
BZID-1304474125,13
BZID-1304474134,4
BZID-1304474135,1
BZID-1304474138,4
BZID-1304474142,1
BZID-1304474144,1
BZID-1304474153,2
BZID-1304474154,1
BZID-1304474155,1
BZID-1304474158,1
BZID-1304474160,2
BZID-1304474165,7
BZID-1304474166,10
BZID-1304474171,2
BZID-1304474174,6
BZID-1304474187,21
BZID-1304474188,7
BZID-1304474189,1
BZID-1304474199,2
BZID-1304474214,1
BZID-1304474230,1
BZID-1304474239,3
BZID-1304474243,3
BZID-1304474245,3
BZID-1304474251,2
BZID-1304474254,5
BZID-1304474271,5
BZID-1304474282,1
BZID-1304474289,12
BZID-1304474296,1
BZID-1304474300,8
BZID-1304474301,4
BZID-1304474304,1
BZID-1304474310,1
BZID-1304474314,2
BZID-1304474320,3
BZID-1304474325,1
BZID-1304474326,2
BZID-1304474330,2
BZID-1304474342,1
BZID-1304474343,4
BZID-1304474356,1
BZID-1304474362,2
BZID-1304474370,1
BZID-1304474372,1
BZID-1304474373,2
BZID-1304474388,9
BZID-1304474391,10
BZID-1304474403,2
BZID-1304474410,5
BZID-1304474413,2
BZID-1304474420,2
BZID-1304474425,1
BZID-1304474428,1
BZID-1304474438,1
BZID-1304474448,1
BZID-1304474455,9
BZID-1304474462,1
BZID-1304474470,3
BZID-1304474472,2
BZID-1304474486,4
BZID-1304474496,1
BZID-1304474499,5
BZID-1304474509,1
BZID-1304474514,9
BZID-1304474524,4
BZID-1304474526,9
BZID-1304474532,98
BZID-1304474546,1
BZID-1304474547,3
BZID-1304474557,19
BZID-1304474560,1
BZID-1304474567,4
BZID-1304474570,1
BZID-1304474584,18
BZID-1304474586,1
BZID-1304474606,1
BZID-1304474607,2
BZID-1304474609,1
BZID-1304474610,1
BZID-1304474614,11
BZID-1304474616,9
BZID-1304474618,1
BZID-1304474619,2
BZID-1304474627,8
BZID-1304474632,8
BZID-1304474643,1
BZID-1304474655,3
BZID-1304474659,1
BZID-1304474681,2
BZID-1304474690,1
BZID-1304474693,1
BZID-1304474700,1
BZID-1304474706,7
BZID-1304474720,4
BZID-1304474723,8
BZID-1304474725,5
BZID-1304474726,21
BZID-1304474732,1
BZID-1304474742,7
BZID-1304474744,1
BZID-1304474751,1
BZID-1304474753,1
BZID-1304474755,4
BZID-1304474756,1
BZID-1304474767,1
BZID-1304474768,4
BZID-1304474772,2
BZID-1304474773,2
BZID-1304474775,4
BZID-1304474784,28
BZID-1304474789,2
BZID-1304474794,2
BZID-1304474798,1
BZID-1304474804,3
BZID-1304474805,13
BZID-1304474807,1
BZID-1304474808,18
BZID-1304474809,2
BZID-1304474810,3
BZID-1304474819,1
BZID-1304474823,2
BZID-1304474830,1
BZID-1304474832,4
BZID-1304474833,1
BZID-1304474835,1
BZID-1304474837,2
BZID-1304474842,1
BZID-1304474853,1
BZID-1304474859,1
BZID-1304474865,9
BZID-1304474869,11
BZID-1304474881,2
BZID-1304474888,2
BZID-1304474890,1
BZID-1304474893,3
BZID-1304474895,1
BZID-1304474900,1
BZID-1304474901,7
BZID-1304474905,3
BZID-1304474907,5
BZID-1304474911,1
BZID-1304474914,3
BZID-1304474917,2
BZID-1304474922,1
BZID-1304474927,1
BZID-1304474931,13
BZID-1304474942,6
BZID-1304474952,1
BZID-1304474953,5
BZID-1304474959,1
BZID-1304474967,5
BZID-1304474974,6
BZID-1304474975,1
BZID-1304474992,1
BZID-1304474994,1
BZID-1304475000,1
BZID-1304475001,9
BZID-1304475004,5
BZID-1304475005,1
BZID-1304475020,1
BZID-1304475021,3
BZID-1304475026,20
BZID-1304475027,1
BZID-1304475029,1
BZID-1304475032,1
BZID-1304475040,1
BZID-1304475044,1
BZID-1304475056,6
BZID-1304475057,2
BZID-1304475058,1
BZID-1304475062,1
BZID-1304475074,1
BZID-1304475077,3
BZID-1304475082,1
BZID-1304475084,4
BZID-1304475089,3
BZID-1304475094,2
BZID-1304475095,1
BZID-1304475096,3
BZID-1304475113,3
BZID-1304475118,1
BZID-1304475132,1
BZID-1304475134,1
BZID-1304475136,8
BZID-1304475137,6
BZID-1304475140,2
BZID-1304475141,2
BZID-1304475147,2
BZID-1304475156,7
BZID-1304475160,4
BZID-1304475161,3
BZID-1304475169,3
BZID-1304475180,3
BZID-1304475181,3
BZID-1304475182,9
BZID-1304475195,2
BZID-1304475198,7
BZID-1304475199,7
BZID-1304475202,1
BZID-1304475209,1
BZID-1304475211,2
BZID-1304475215,1
BZID-1304475216,1
BZID-1304475225,2
BZID-1304475226,1
BZID-1304475229,2
BZID-1304475238,2
BZID-1304475248,2
BZID-1304475250,2
BZID-1304475254,1
BZID-1304475257,2
BZID-1304475263,1
BZID-1304475264,38
BZID-1304475271,3
BZID-1304475279,15
BZID-1304475281,37
BZID-1304475283,7
BZID-1304475291,4
BZID-1304475292,2
BZID-1304475295,2
BZID-1304475296,1
BZID-1304475312,5
BZID-1304475323,7
BZID-1304475326,3
BZID-1304475329,1
BZID-1304475330,3
BZID-1304475331,2
BZID-1304475332,2
BZID-1304475333,2
BZID-1304475334,1
BZID-1304475342,3
BZID-1304475346,3
BZID-1304475347,13
BZID-1304475357,10
BZID-1304475360,4
BZID-1304475370,1
BZID-1304475382,23
BZID-1304475383,3
BZID-1304475384,16
BZID-1304475392,1
BZID-1304475393,1
BZID-1304475395,5
BZID-1304475414,5
BZID-1304475415,3
BZID-1304475432,2
BZID-1304475436,3
BZID-1304475445,1
BZID-1304475446,3
BZID-1304475447,1
BZID-1304475448,1
BZID-1304475451,1
BZID-1304475452,4
BZID-1304475470,2
BZID-1304475477,1
BZID-1304475479,2
BZID-1304475480,1
BZID-1304475481,2
BZID-1304475486,5
BZID-1304475489,1
BZID-1304475492,5
BZID-1304475493,3
BZID-1304475500,13
BZID-1304475514,1
BZID-1304475520,6
BZID-1304475526,4
BZID-1304475527,1
BZID-1304475529,4
BZID-1304475530,5
BZID-1304475531,1
BZID-1304475532,1
BZID-1304475534,2
BZID-1304475538,2
BZID-1304475542,3
BZID-1304475553,2
BZID-1304475561,2
BZID-1304475562,4
BZID-1304475565,1
BZID-1304475570,4
BZID-1304475576,3
BZID-1304475586,1
BZID-1304475597,7
BZID-1304475600,1
BZID-1304475605,10
BZID-1304475607,2
BZID-1304475611,4
BZID-1304475616,3
BZID-1304475623,6
BZID-1304475634,1
BZID-1304475648,2
BZID-1304475655,1
BZID-1304475662,2
BZID-1304475665,4
BZID-1304475668,22
BZID-1304475669,2
BZID-1304475670,5
BZID-1304475683,4
BZID-1304475688,3
BZID-1304475698,2
BZID-1304475718,2
BZID-1304475721,6
BZID-1304475728,23
BZID-1304475733,6
BZID-1304475734,2
BZID-1304475736,32
BZID-1304475742,1
BZID-1304475746,6
BZID-1304475749,6
BZID-1304475751,2
BZID-1304475752,1
BZID-1304475768,4
BZID-1304475774,6
BZID-1304475786,12
BZID-1304475787,1
BZID-1304475795,2
BZID-1304475797,4
BZID-1304475798,4
BZID-1304475801,3
BZID-1304475802,4
BZID-1304475811,1
BZID-1304475816,6
BZID-1304475826,3
BZID-1304475850,1
BZID-1304475855,1
BZID-1304475858,3
BZID-1304475862,2
BZID-1304475887,29
BZID-1304475889,1
BZID-1304475896,2
BZID-1304475900,3
BZID-1304475903,7
BZID-1304475906,1
BZID-1304475907,5
BZID-1304475914,2
BZID-1304475919,2
BZID-1304475924,1
BZID-1304475926,1
BZID-1304475932,4
BZID-1304475933,8
BZID-1304475937,1
BZID-1304475938,2
BZID-1304475946,24
BZID-1304475948,1
BZID-1304475950,1
BZID-1304475961,2
BZID-1304475971,2
BZID-1304475973,1
BZID-1304475976,6
BZID-1304475980,5
BZID-1304475990,5
BZID-1304475992,2
BZID-1304475996,3
BZID-1304476007,35
BZID-1304476015,2
BZID-1304476034,1
BZID-1304476036,2
BZID-1304476037,2
BZID-1304476043,6
BZID-1304476046,1
BZID-1304476055,2
BZID-1304476056,1
BZID-1304476060,4
BZID-1304476068,4
BZID-1304476080,1
BZID-1304476084,1
BZID-1304476088,11
BZID-1304476109,4
BZID-1304476112,3
BZID-1304476122,4
BZID-1304476132,2
BZID-1304476140,5
BZID-1304476146,1
BZID-1304476157,1
BZID-1304476175,1
BZID-1304476183,1
BZID-1304476192,1
BZID-1304476195,2
BZID-1304476203,4
BZID-1304476214,1
BZID-1304476215,1
BZID-1304476216,3
BZID-1304476217,7
BZID-1304476227,2
BZID-1304476228,3
BZID-1304476233,4
BZID-1304476246,1
BZID-1304476261,1
BZID-1304476262,8
BZID-1304476267,2
BZID-1304476279,1
BZID-1304476283,3
BZID-1304476290,3
BZID-1304476293,1
BZID-1304476306,3
BZID-1304476307,2
BZID-1304476315,2
BZID-1304476324,3
BZID-1304476326,5
BZID-1304476332,1
BZID-1304476338,1
BZID-1304476342,1
BZID-1304476352,6
BZID-1304476353,6
BZID-1304476358,1
BZID-1304476366,3
BZID-1304476368,2
BZID-1304476369,3
BZID-1304476372,1
BZID-1304476374,2
BZID-1304476375,3
BZID-1304476376,3
BZID-1304476385,2
BZID-1304476389,5
BZID-1304476390,6
BZID-1304476393,1
BZID-1304476397,9
BZID-1304476413,3
BZID-1304476433,3
BZID-1304476454,6
BZID-1304476455,4
BZID-1304476458,3
BZID-1304476464,1
BZID-1304476471,14
BZID-1304476473,3
BZID-1304476495,2
BZID-1304476497,2
BZID-1304476506,8
BZID-1304476515,1
BZID-1304476516,1
BZID-1304476522,1
BZID-1304476525,7
BZID-1304476527,10
BZID-1304476531,1
BZID-1304476543,12
BZID-1304476545,1
BZID-1304476551,2
BZID-1304476559,12
BZID-1304476563,4
BZID-1304476566,7
BZID-1304476569,8
BZID-1304476573,1
BZID-1304476576,1
BZID-1304476581,1
BZID-1304476587,5
BZID-1304476590,2
BZID-1304476592,1
BZID-1304476610,1
BZID-1304476613,7
BZID-1304476615,2
BZID-1304476616,1
BZID-1304476617,4
BZID-1304476620,16
BZID-1304476630,4
BZID-1304476632,1
BZID-1304476645,3
BZID-1304476651,1
BZID-1304476653,10
BZID-1304476655,8
BZID-1304476656,1
BZID-1304476662,3
BZID-1304476664,3
BZID-1304476666,6
BZID-1304476674,2
BZID-1304476675,1
BZID-1304476683,18
BZID-1304476688,2
BZID-1304476692,5
BZID-1304476693,3
BZID-1304476695,4
BZID-1304476701,8
BZID-1304476705,1
BZID-1304476714,2
BZID-1304476728,1
BZID-1304476730,2
BZID-1304476731,7
BZID-1304476738,5
BZID-1304476743,5
BZID-1304476749,1
BZID-1304476776,4
BZID-1304476780,1
BZID-1304476785,3
BZID-1304476788,7
BZID-1304476795,1
BZID-1304476796,4
BZID-1304476797,4
BZID-1304476806,1
BZID-1304476811,1
BZID-1304476814,5
BZID-1304476816,2
BZID-1304476820,2
BZID-1304476826,1
BZID-1304476842,2
BZID-1304476843,1
BZID-1304476845,2
BZID-1304476851,1
BZID-1304476864,1
BZID-1304476866,2
BZID-1304476868,3
BZID-1304476871,10
BZID-1304476881,2
BZID-1304476890,3
BZID-1304476895,1
BZID-1304476900,4
BZID-1304476905,9
BZID-1304476907,4
BZID-1304476908,6
BZID-1304476911,2
BZID-1304476913,1
BZID-1304476920,1
BZID-1304476927,1
BZID-1304476931,2
BZID-1304476933,2
BZID-1304476941,2
BZID-1304476947,1
BZID-1304476953,1
BZID-1304476954,2
BZID-1304476955,6
BZID-1304476959,9
BZID-1304476960,1
BZID-1304476961,3
BZID-1304476967,10
BZID-1304476968,4
BZID-1304476971,2
BZID-1304476973,5
BZID-1304476977,8
BZID-1304476989,15
BZID-1304476994,12
BZID-1304476995,7
BZID-1304476997,1
BZID-1304477003,3
BZID-1304477009,7
BZID-1304477016,2
BZID-1304477019,1
BZID-1304477021,4
BZID-1304477027,6
BZID-1304477029,2
BZID-1304477034,2
BZID-1304477038,1
BZID-1304477041,4
BZID-1304477048,1
BZID-1304477053,1
BZID-1304477056,1
BZID-1304477061,5
BZID-1304477069,3
BZID-1304477075,14
BZID-1304477076,1
BZID-1304477077,1
BZID-1304477081,1
BZID-1304477083,28
BZID-1304477095,2
BZID-1304477097,1
BZID-1304477100,5
BZID-1304477107,1
BZID-1304477119,4
BZID-1304477120,5
BZID-1304477123,1
BZID-1304477126,3
BZID-1304477138,3
BZID-1304477140,12
BZID-1304477142,1
BZID-1304477143,2
BZID-1304477151,11
BZID-1304477152,15
BZID-1304477159,1
BZID-1304477160,1
BZID-1304477166,1
BZID-1304477167,1
BZID-1304477183,8
BZID-1304477187,11
BZID-1304477192,2
BZID-1304477195,2
BZID-1304477201,3
BZID-1304477206,1
BZID-1304477208,1
BZID-1304477210,1
BZID-1304477213,5
BZID-1304477215,6
BZID-1304477219,1
BZID-1304477226,13
BZID-1304477237,3
BZID-1304477242,7
BZID-1304477244,2
BZID-1304477246,3
BZID-1304477247,1
BZID-1304477251,1
BZID-1304477253,1
BZID-1304477254,2
BZID-1304477262,9
BZID-1304477268,1
BZID-1304477269,1
BZID-1304477270,5
BZID-1304477273,1
BZID-1304477280,4
BZID-1304477281,15
BZID-1304477284,1
BZID-1304477287,5
BZID-1304477289,2
BZID-1304477298,5
BZID-1304477301,1
BZID-1304477307,1
BZID-1304477312,1
BZID-1304477326,4
BZID-1304477329,1
BZID-1304477332,1
BZID-1304477336,7
BZID-1304477337,2
BZID-1304477341,4
BZID-1304477349,1
BZID-1304477356,7
BZID-1304477358,1
BZID-1304477360,9
BZID-1304477365,2
BZID-1304477367,6
BZID-1304477375,1
BZID-1304477388,3
BZID-1304477392,9
BZID-1304477396,4
BZID-1304477402,3
BZID-1304477407,3
BZID-1304477417,1
BZID-1304477421,3
BZID-1304477437,16
BZID-1304477442,5
BZID-1304477456,2
BZID-1304477460,13
BZID-1304477462,1
BZID-1304477471,4
BZID-1304477475,2
BZID-1304477478,1
BZID-1304477484,1
BZID-1304477485,1
BZID-1304477499,1
BZID-1304477500,3
BZID-1304477501,2
BZID-1304477506,1
BZID-1304477510,1
BZID-1304477513,5
BZID-1304477515,1
BZID-1304477522,1
BZID-1304477523,2
BZID-1304477525,5
BZID-1304477531,1
BZID-1304477532,1
BZID-1304477533,7
BZID-1304477539,3
BZID-1304477542,1
BZID-1304477546,5
BZID-1304477551,2
BZID-1304477553,1
BZID-1304477560,3
BZID-1304477567,4
BZID-1304477576,5
BZID-1304477580,2
BZID-1304477583,1
BZID-1304477587,1
BZID-1304477589,1
BZID-1304477593,1
BZID-1304477599,4
BZID-1304477602,8
BZID-1304477606,1
BZID-1304477608,1
BZID-1304477610,3
BZID-1304477613,10
BZID-1304477625,1
BZID-1304477628,1
BZID-1304477632,4
BZID-1304477635,1
BZID-1304477636,1
BZID-1304477637,3
BZID-1304477644,4
BZID-1304477647,3
BZID-1304477655,5
BZID-1304477658,1
BZID-1304477661,1
BZID-1304477662,2
BZID-1304477668,2
BZID-1304477669,5
BZID-1304477672,1
BZID-1304477674,9
BZID-1304477691,1
BZID-1304477693,2
BZID-1304477699,1
BZID-1304477701,5
BZID-1304477709,8
BZID-1304477711,1
BZID-1304477715,1
BZID-1304477723,1
BZID-1304477724,4
BZID-1304477727,4
BZID-1304477728,4
BZID-1304477738,1
BZID-1304477742,1
BZID-1304477744,16
BZID-1304477767,14
BZID-1304477768,3
BZID-1304477769,1
BZID-1304477772,1
BZID-1304477788,1
BZID-1304477792,7
BZID-1304477795,2
BZID-1304477807,2
BZID-1304477809,4
BZID-1304477810,2
BZID-1304477813,14
BZID-1304477815,1
BZID-1304477823,1
BZID-1304477825,2
BZID-1304477828,5
BZID-1304477838,3
BZID-1304477841,1
BZID-1304477844,7
BZID-1304477851,7
BZID-1304477855,5
BZID-1304477856,1
BZID-1304477857,1
BZID-1304477859,2
BZID-1304477867,1
BZID-1304477872,1
BZID-1304477874,6
BZID-1304477895,2
BZID-1304477897,2
BZID-1304477899,3
BZID-1304477904,10
BZID-1304477914,4
BZID-1304477915,1
BZID-1304477922,1
BZID-1304477923,1
BZID-1304477934,8
BZID-1304477940,2
BZID-1304477952,4
BZID-1304477954,3
BZID-1304477965,20
BZID-1304477973,8
BZID-1304477987,7
BZID-1304477992,5
BZID-1304478000,1
BZID-1304478006,6
BZID-1304478008,1
BZID-1304478009,4
BZID-1304478011,1
BZID-1304478016,2
BZID-1304478027,12
BZID-1304478028,1
BZID-1304478032,2
BZID-1304478042,14
BZID-1304478043,1
BZID-1304478055,1
BZID-1304478059,1
BZID-1304478061,2
BZID-1304478064,18
BZID-1304478066,2
BZID-1304478073,3
BZID-1304478076,7
BZID-1304478080,14
BZID-1304478086,1
BZID-1304478088,4
BZID-1304478099,3
BZID-1304478108,2
BZID-1304478115,1
BZID-1304478117,16
BZID-1304478121,2
BZID-1304478124,1
BZID-1304478133,2
BZID-1304478145,1
BZID-1304478148,4
BZID-1304478181,1
BZID-1304478192,23
BZID-1304478198,35
BZID-1304478200,2
BZID-1304478201,2
BZID-1304478220,2
BZID-1304478231,1
BZID-1304478232,16
BZID-1304478240,10
BZID-1304478253,3
BZID-1304478263,2
BZID-1304478266,2
BZID-1304478270,1
BZID-1304478283,1
BZID-1304478284,9
BZID-1304478290,3
BZID-1304478300,7
BZID-1304478313,2
BZID-1304478331,10
BZID-1304478332,3
BZID-1304478335,2
BZID-1304478345,3
BZID-1304478350,2
BZID-1304478352,1
BZID-1304478360,4
BZID-1304478373,1
BZID-1304478378,3
BZID-1304478383,8
