businessid,null_search_cnt
BZID-1304364765,12
BZID-1304364766,1
BZID-1304364767,1
BZID-1304364770,2
BZID-1304364772,1
BZID-1304364776,1
BZID-1304364779,1
BZID-1304364780,2
BZID-1304364785,2
BZID-1304364788,1
BZID-1304364790,1
BZID-1304364791,1
BZID-1304364795,3
BZID-1304364797,14
BZID-1304364798,2
BZID-1304364799,2
BZID-1304364801,1
BZID-1304364806,2
BZID-1304364812,3
BZID-1304364813,9
BZID-1304364816,4
BZID-1304364817,12
BZID-1304364823,1
BZID-1304364827,6
BZID-1304364828,1
BZID-1304364830,2
BZID-1304364832,4
BZID-1304364835,1
BZID-1304364836,14
BZID-1304364838,5
BZID-1304364842,3
BZID-1304364843,2
BZID-1304364845,1
BZID-1304364847,9
BZID-1304364851,5
BZID-1304364852,1
BZID-1304364854,4
BZID-1304364858,3
BZID-1304364868,2
BZID-1304364869,8
BZID-1304364870,3
BZID-1304364871,3
BZID-1304364874,3
BZID-1304364880,2
BZID-1304364883,13
BZID-1304364884,13
BZID-1304364891,2
BZID-1304364892,1
BZID-1304364896,1
BZID-1304364897,27
BZID-1304364904,1
BZID-1304364908,1
BZID-1304364910,3
BZID-1304364913,3
BZID-1304364915,4
BZID-1304364916,1
BZID-1304364918,3
BZID-1304364922,2
BZID-1304364923,1
BZID-1304364927,1
BZID-1304364928,2
BZID-1304364932,3
BZID-1304364935,1
BZID-1304364944,2
BZID-1304364946,1
BZID-1304364947,2
BZID-1304364953,1
BZID-1304364954,2
BZID-1304364960,2
BZID-1304364963,2
BZID-1304364967,10
BZID-1304364973,19
BZID-1304364975,1
BZID-1304364979,1
BZID-1304364985,4
BZID-1304364989,1
BZID-1304365003,4
BZID-1304365006,1
BZID-1304365008,1
BZID-1304365012,1
BZID-1304365013,6
BZID-1304365016,3
BZID-1304365020,1
BZID-1304365031,4
BZID-1304365036,5
BZID-1304365042,13
BZID-1304365043,3
BZID-1304365046,1
BZID-1304365049,1
BZID-1304365054,6
BZID-1304365056,2
BZID-1304365059,39
BZID-1304365060,1
BZID-1304365061,1
BZID-1304365067,3
BZID-1304365068,2
BZID-1304365071,3
BZID-1304365072,1
BZID-1304365076,2
BZID-1304365077,11
BZID-1304365078,1
BZID-1304365080,2
BZID-1304365082,1
BZID-1304365086,1
BZID-1304365090,1
BZID-1304365092,1
BZID-1304365096,5
BZID-1304365098,2
BZID-1304365101,3
BZID-1304365102,1
BZID-1304365104,2
BZID-1304365106,1
BZID-1304365118,2
BZID-1304365119,4
BZID-1304365120,2
BZID-1304365125,1
BZID-1304365128,6
BZID-1304365131,2
BZID-1304365137,1
BZID-1304365138,1
BZID-1304365145,9
BZID-1304365149,1
BZID-1304365153,13
BZID-1304365154,1
BZID-1304365157,9
BZID-1304365160,1
BZID-1304365166,1
BZID-1304365167,2
BZID-1304365168,2
BZID-1304365169,4
BZID-1304365172,5
BZID-1304365173,1
BZID-1304365178,1
BZID-1304365180,2
BZID-1304365182,2
BZID-1304365183,4
BZID-1304365184,1
BZID-1304365185,2
BZID-1304365186,2
BZID-1304365187,1
BZID-1304365189,2
BZID-1304365190,53
BZID-1304365195,3
BZID-1304365198,8
BZID-1304365199,7
BZID-1304365201,4
BZID-1304365202,1
BZID-1304365204,3
BZID-1304365206,2
BZID-1304365208,1
BZID-1304365209,5
BZID-1304365211,5
BZID-1304365212,2
BZID-1304365218,1
BZID-1304365221,14
BZID-1304365222,7
BZID-1304365223,36
BZID-1304365224,1
BZID-1304365227,2
BZID-1304365228,4
BZID-1304365229,1
BZID-1304365230,2
BZID-1304365236,6
BZID-1304365239,4
BZID-1304365240,4
BZID-1304365241,1
BZID-1304365243,3
BZID-1304365244,2
BZID-1304365245,1
BZID-1304365248,6
BZID-1304365249,10
BZID-1304365250,2
BZID-1304365266,2
BZID-1304365269,1
BZID-1304365270,20
BZID-1304365272,5
BZID-1304365275,1
BZID-1304365280,7
BZID-1304365284,1
BZID-1304365287,4
BZID-1304365290,3
BZID-1304365293,12
BZID-1304365296,10
BZID-1304365297,3
BZID-1304365299,39
BZID-1304365303,7
BZID-1304365304,4
BZID-1304365305,3
BZID-1304365308,5
BZID-1304365310,8
BZID-1304365312,1
BZID-1304365313,3
BZID-1304365314,3
BZID-1304365315,2
BZID-1304365325,1
BZID-1304365327,13
BZID-1304365328,7
BZID-1304365330,4
BZID-1304365332,3
BZID-1304365334,1
BZID-1304365336,3
BZID-1304365338,2
BZID-1304365339,2
BZID-1304365341,34
BZID-1304365347,1
BZID-1304365349,5
BZID-1304365352,1
BZID-1304365358,1
BZID-1304365360,1
BZID-1304365362,2
BZID-1304365364,2
BZID-1304365366,6
BZID-1304365370,1
BZID-1304365371,6
BZID-1304365372,6
BZID-1304365378,1
BZID-1304365382,9
BZID-1304365384,6
BZID-1304365385,4
BZID-1304365389,2
BZID-1304365390,1
BZID-1304365395,6
BZID-1304365429,3
BZID-1304365435,3
BZID-1304365436,1
BZID-1304365441,1
BZID-1304365444,1
BZID-1304365445,6
BZID-1304365446,9
BZID-1304365447,1
BZID-1304365448,13
BZID-1304365452,5
BZID-1304365456,19
BZID-1304365458,3
BZID-1304365459,3
BZID-1304365463,4
BZID-1304365470,4
BZID-1304365475,2
BZID-1304365476,3
BZID-1304365478,2
BZID-1304365479,3
BZID-1304365483,29
BZID-1304365487,1
BZID-1304365488,2
BZID-1304365490,4
BZID-1304365492,1
BZID-1304365495,2
BZID-1304365503,2
BZID-1304365504,1
BZID-1304365508,12
BZID-1304365509,20
BZID-1304365513,7
BZID-1304365514,5
BZID-1304365516,10
BZID-1304365518,1
BZID-1304365525,2
BZID-1304365528,1
BZID-1304365530,4
BZID-1304365535,1
BZID-1304365537,13
BZID-1304365538,1
BZID-1304365539,4
BZID-1304365540,2
BZID-1304365541,3
BZID-1304365544,9
BZID-1304365546,1
BZID-1304365549,4
BZID-1304365551,1
BZID-1304365557,3
BZID-1304365558,1
BZID-1304365563,1
BZID-1304365567,10
BZID-1304365568,13
BZID-1304365571,3
BZID-1304365573,1
BZID-1304365583,2
BZID-1304365584,6
BZID-1304365589,24
BZID-1304365596,2
BZID-1304365601,3
BZID-1304365602,1
BZID-1304365607,3
BZID-1304365611,3
BZID-1304365617,1
BZID-1304365623,4
BZID-1304365626,1
BZID-1304365645,1
BZID-1304365647,2
BZID-1304365648,3
BZID-1304365659,3
BZID-1304365660,22
BZID-1304365669,2
BZID-1304365673,2
BZID-1304365675,3
BZID-1304365697,1
BZID-1304365708,2
BZID-1304365710,12
BZID-1304365711,1
BZID-1304365712,46
BZID-1304365714,2
BZID-1304365720,6
BZID-1304365727,1
BZID-1304365748,2
BZID-1304365757,1
BZID-1304365770,2
BZID-1304365782,2
BZID-1304365790,1
BZID-1304365801,4
BZID-1304365806,6
BZID-1304365820,8
BZID-1304365825,1
BZID-1304365829,2
BZID-1304365838,1
BZID-1304365844,5
BZID-1304365856,16
BZID-1304365859,2
BZID-1304365863,2
BZID-1304365871,2
BZID-1304365875,5
BZID-1304365878,4
BZID-1304365879,1
BZID-1304365885,11
BZID-1304365889,7
BZID-1304365894,2
BZID-1304365895,3
BZID-1304365907,7
BZID-1304365908,13
BZID-1304365911,2
BZID-1304365912,2
BZID-1304365916,4
BZID-1304365918,3
BZID-1304365919,1
BZID-1304365923,4
BZID-1304365925,3
BZID-1304365947,10
BZID-1304365949,1
BZID-1304365954,2
BZID-1304365960,5
BZID-1304365971,2
BZID-1304365978,1
BZID-1304365979,7
BZID-1304365985,1
BZID-1304365989,4
BZID-1304365998,3
BZID-1304366000,4
BZID-1304366001,1
BZID-1304366004,1
BZID-1304366011,2
BZID-1304366023,1
BZID-1304366037,2
BZID-1304366057,1
BZID-1304366068,5
BZID-1304366082,21
BZID-1304366093,1
BZID-1304366102,1
BZID-1304366107,3
BZID-1304366113,3
BZID-1304366115,6
BZID-1304366120,2
BZID-1304366124,1
BZID-1304366128,8
BZID-1304366144,3
BZID-1304366149,1
BZID-1304366159,1
BZID-1304366172,1
BZID-1304366183,1
BZID-1304366221,1
BZID-1304366308,3
BZID-1304366338,2
BZID-1304366374,1
BZID-1304366394,2
BZID-1304366395,1
BZID-1304366397,2
BZID-1304366405,3
BZID-1304366432,21
BZID-1304366435,2
BZID-1304366464,4
BZID-1304366468,6
BZID-1304366470,2
BZID-1304366480,1
BZID-1304366483,3
BZID-1304366485,1
BZID-1304366491,1
BZID-1304366497,2
BZID-1304366498,6
BZID-1304366512,1
BZID-1304366519,2
BZID-1304366520,1
BZID-1304366522,1
BZID-1304366523,5
BZID-1304366531,2
BZID-1304366534,4
BZID-1304366553,14
BZID-1304366564,1
BZID-1304366566,1
BZID-1304366571,1
BZID-1304366576,4
BZID-1304366595,1
BZID-1304366625,3
BZID-1304366627,4
BZID-1304366633,32
BZID-1304366637,1
BZID-1304366638,1
BZID-1304366641,1
BZID-1304366646,17
BZID-1304366656,2
BZID-1304366668,3
BZID-1304366670,3
BZID-1304366681,9
BZID-1304366695,2
BZID-1304366701,1
BZID-1304366703,5
BZID-1304366715,6
BZID-1304366718,9
BZID-1304366720,2
BZID-1304366726,9
BZID-1304366739,1
BZID-1304366743,1
BZID-1304366747,1
BZID-1304366751,1
BZID-1304366767,1
BZID-1304366769,1
BZID-1304366775,5
BZID-1304366779,2
BZID-1304366785,6
BZID-1304366787,2
BZID-1304366795,4
BZID-1304366801,2
BZID-1304366805,7
BZID-1304366812,1
BZID-1304366819,3
BZID-1304366822,3
BZID-1304366823,14
BZID-1304366830,2
BZID-1304366831,1
BZID-1304366833,8
BZID-1304366836,5
BZID-1304366839,4
BZID-1304366840,3
BZID-1304366847,9
BZID-1304366883,1
BZID-1304366891,1
BZID-1304366896,2
BZID-1304366940,1
BZID-1304366976,1
BZID-1304366979,6
BZID-1304366996,7
BZID-1304366997,1
BZID-1304367004,1
BZID-1304367013,1
BZID-1304367015,4
BZID-1304367016,7
BZID-1304367018,1
BZID-1304367020,1
BZID-1304367021,1
BZID-1304367032,2
BZID-1304367037,2
BZID-1304367042,1
BZID-1304367044,13
BZID-1304367045,4
BZID-1304367053,16
BZID-1304367054,15
BZID-1304367069,4
BZID-1304367070,14
BZID-1304367072,1
BZID-1304367087,4
BZID-1304367088,7
BZID-1304367090,10
BZID-1304367094,1
BZID-1304367096,6
BZID-1304367098,1
BZID-1304367123,4
BZID-1304367160,4
BZID-1304367170,2
BZID-1304367175,6
BZID-1304367197,1
BZID-1304367249,2
BZID-1304367262,14
BZID-1304367265,2
BZID-1304367270,4
BZID-1304367279,1
BZID-1304367280,1
BZID-1304367285,2
BZID-1304367296,9
BZID-1304367297,1
BZID-1304367309,1
BZID-1304367314,17
BZID-1304367315,4
BZID-1304367318,12
BZID-1304367323,2
BZID-1304367327,1
BZID-1304367359,2
BZID-1304367362,6
BZID-1304367363,1
BZID-1304367370,3
BZID-1304367372,4
BZID-1304367380,2
BZID-1304367390,3
BZID-1304367391,3
BZID-1304367392,9
BZID-1304367395,1
BZID-1304367400,7
BZID-1304367402,2
BZID-1304367403,1
BZID-1304367412,4
BZID-1304367417,1
BZID-1304367425,1
BZID-1304367429,16
BZID-1304367433,2
BZID-1304367436,29
BZID-1304367443,1
BZID-1304367453,1
BZID-1304367455,1
BZID-1304367465,2
BZID-1304367470,3
BZID-1304367476,6
BZID-1304367479,27
BZID-1304367486,4
BZID-1304367502,1
BZID-1304367513,1
BZID-1304367525,8
BZID-1304367526,24
BZID-1304367537,1
BZID-1304367538,5
BZID-1304367542,1
BZID-1304367561,1
BZID-1304367562,29
BZID-1304367567,2
BZID-1304367571,17
BZID-1304367577,11
BZID-1304367579,6
BZID-1304367581,2
BZID-1304367586,2
BZID-1304367589,2
BZID-1304367595,4
BZID-1304367596,1
BZID-1304367599,1
BZID-1304367604,5
BZID-1304367606,8
BZID-1304367612,12
BZID-1304367617,1
BZID-1304367625,1
BZID-1304367627,5
BZID-1304367628,13
BZID-1304367630,13
BZID-1304367634,1
BZID-1304367638,8
BZID-1304367642,1
BZID-1304367646,3
BZID-1304367665,1
BZID-1304367669,6
BZID-1304367675,3
BZID-1304367678,26
BZID-1304367693,8
BZID-1304367703,3
BZID-1304367704,1
BZID-1304367707,5
BZID-1304367710,5
BZID-1304367717,4
BZID-1304367722,1
BZID-1304367738,9
BZID-1304367744,20
BZID-1304367747,3
BZID-1304367750,2
BZID-1304367752,1
BZID-1304367755,22
BZID-1304367756,1
BZID-1304367759,4
BZID-1304367762,2
BZID-1304367763,1
BZID-1304367764,3
BZID-1304367765,2
BZID-1304367766,5
BZID-1304367774,3
BZID-1304367778,21
BZID-1304367780,22
BZID-1304367782,2
BZID-1304367784,4
BZID-1304367789,6
BZID-1304367797,4
BZID-1304367800,5
BZID-1304367806,2
BZID-1304367808,5
BZID-1304367816,1
BZID-1304367824,4
BZID-1304367829,3
BZID-1304367832,6
BZID-1304367835,17
BZID-1304367841,1
BZID-1304367845,2
BZID-1304367849,1
BZID-1304367853,6
BZID-1304367855,3
BZID-1304367858,3
BZID-1304367865,8
BZID-1304367867,3
BZID-1304367868,4
BZID-1304367872,2
BZID-1304367877,1
BZID-1304367881,4
BZID-1304367887,1
BZID-1304367888,4
BZID-1304367890,2
BZID-1304367912,7
BZID-1304367928,4
BZID-1304367930,3
BZID-1304367941,4
BZID-1304367942,3
BZID-1304367945,10
BZID-1304367946,1
BZID-1304367948,1
BZID-1304367951,2
BZID-1304367971,1
BZID-1304367974,7
BZID-1304367987,1
BZID-1304367988,1
BZID-1304368000,13
BZID-1304368003,2
BZID-1304368011,1
BZID-1304368015,2
BZID-1304368023,2
BZID-1304368026,7
BZID-1304368031,1
BZID-1304368039,4
BZID-1304368051,1
BZID-1304368057,1
BZID-1304368068,5
BZID-1304368073,1
BZID-1304368083,3
BZID-1304368092,11
BZID-1304368097,1
BZID-1304368101,1
BZID-1304368102,1
BZID-1304368109,2
BZID-1304368110,2
BZID-1304368116,6
BZID-1304368117,8
BZID-1304368120,1
BZID-1304368127,1
BZID-1304368133,2
BZID-1304368135,3
BZID-1304368137,5
BZID-1304368139,1
BZID-1304368140,5
BZID-1304368148,2
BZID-1304368155,9
BZID-1304368159,3
BZID-1304368161,1
BZID-1304368165,1
BZID-1304368172,23
BZID-1304368174,3
BZID-1304368176,1
BZID-1304368177,6
BZID-1304368179,5
BZID-1304368184,2
BZID-1304368195,3
BZID-1304368200,6
BZID-1304368204,1
BZID-1304368205,1
BZID-1304368251,1
BZID-1304368263,9
BZID-1304368265,16
BZID-1304368272,10
BZID-1304368275,1
BZID-1304368279,1
BZID-1304368295,1
BZID-1304368298,2
BZID-1304368302,1
BZID-1304368305,4
BZID-1304368307,7
BZID-1304368309,15
BZID-1304368312,2
BZID-1304368325,1
BZID-1304368332,1
BZID-1304368339,4
BZID-1304368341,1
BZID-1304368343,2
BZID-1304368344,1
BZID-1304368347,6
BZID-1304368348,1
BZID-1304368352,3
BZID-1304368358,7
BZID-1304368362,7
BZID-1304368366,10
BZID-1304368369,1
BZID-1304368370,6
BZID-1304368372,14
BZID-1304368383,2
BZID-1304368389,11
BZID-1304368394,5
BZID-1304368398,1
BZID-1304368404,6
BZID-1304368405,2
BZID-1304368410,2
BZID-1304368413,2
BZID-1304368422,6
BZID-1304368423,1
BZID-1304368428,1
BZID-1304368430,2
BZID-1304368431,11
BZID-1304368433,10
BZID-1304368434,21
BZID-1304368436,1
BZID-1304368438,3
BZID-1304368441,1
BZID-1304368444,4
BZID-1304368447,1
BZID-1304368449,25
BZID-1304368453,3
BZID-1304368461,1
BZID-1304368467,1
BZID-1304368469,4
BZID-1304368480,1
BZID-1304368513,1
BZID-1304368525,2
BZID-1304368528,1
BZID-1304368541,1
BZID-1304368542,2
BZID-1304368548,4
BZID-1304368556,8
BZID-1304368564,2
BZID-1304368576,4
BZID-1304368584,1
BZID-1304368587,3
BZID-1304368598,1
BZID-1304368605,1
BZID-1304368610,3
BZID-1304368620,2
BZID-1304368628,2
BZID-1304368640,1
BZID-1304368646,3
BZID-1304368649,12
BZID-1304368652,2
BZID-1304368679,1
BZID-1304368682,2
BZID-1304368690,11
BZID-1304368717,3
BZID-1304368729,2
BZID-1304368730,1
BZID-1304368732,8
BZID-1304368738,1
BZID-1304368740,1
BZID-1304368741,2
BZID-1304368756,1
BZID-1304368758,2
BZID-1304368770,2
BZID-1304368771,1
BZID-1304368774,1
BZID-1304368778,3
BZID-1304368799,2
BZID-1304368800,1
BZID-1304368801,4
BZID-1304368802,1
BZID-1304368807,1
BZID-1304368810,1
BZID-1304368811,16
BZID-1304368823,5
BZID-1304368828,1
BZID-1304368832,5
BZID-1304368834,27
BZID-1304368837,2
BZID-1304368847,1
BZID-1304368851,1
BZID-1304368875,1
BZID-1304368880,2
BZID-1304368883,6
BZID-1304368885,2
BZID-1304368890,22
BZID-1304368891,4
BZID-1304369152,2
BZID-1304369155,12
BZID-1304369156,1
BZID-1304369160,1
BZID-1304369166,2
BZID-1304369168,2
BZID-1304369169,3
BZID-1304369185,23
BZID-1304369187,1
BZID-1304369189,1
BZID-1304369201,2
BZID-1304369202,1
BZID-1304369203,2
BZID-1304369205,22
BZID-1304369209,1
BZID-1304369210,2
BZID-1304369211,12
BZID-1304369218,3
BZID-1304369219,8
BZID-1304369228,24
BZID-1304369230,3
BZID-1304369231,11
BZID-1304369239,11
BZID-1304369245,2
BZID-1304369248,1
BZID-1304369251,1
BZID-1304369254,5
BZID-1304369264,1
BZID-1304369266,13
BZID-1304369271,1
BZID-1304369272,1
BZID-1304369275,9
BZID-1304369289,1
BZID-1304369291,1
BZID-1304369302,2
BZID-1304369304,12
BZID-1304369308,1
BZID-1304369310,6
BZID-1304369312,1
BZID-1304369317,3
BZID-1304369319,1
BZID-1304369326,1
BZID-1304369334,5
BZID-1304369335,3
BZID-1304369336,3
BZID-1304369337,1
BZID-1304369339,2
BZID-1304369344,4
BZID-1304369345,2
BZID-1304369346,7
BZID-1304369348,1
BZID-1304369357,1
BZID-1304369358,6
BZID-1304369372,51
BZID-1304369374,3
BZID-1304369378,27
BZID-1304369384,2
BZID-1304369385,1
BZID-1304369399,8
BZID-1304369401,2
BZID-1304369402,2
BZID-1304369403,5
BZID-1304369413,5
BZID-1304369414,2
BZID-1304369422,7
BZID-1304369428,1
BZID-1304369432,3
BZID-1304369433,2
BZID-1304369438,2
BZID-1304369440,2
BZID-1304369449,4
BZID-1304369451,2
BZID-1304369453,1
BZID-1304369455,1
BZID-1304369460,1
BZID-1304369466,1
BZID-1304369467,1
BZID-1304369468,2
BZID-1304369473,3
BZID-1304369476,1
BZID-1304369483,1
BZID-1304369487,11
BZID-1304369488,4
BZID-1304369492,10
BZID-1304369494,1
BZID-1304369497,11
BZID-1304369506,1
BZID-1304369508,6
BZID-1304369512,1
BZID-1304369532,2
BZID-1304369539,49
BZID-1304369554,1
BZID-1304369555,3
BZID-1304369558,1
BZID-1304369572,3
BZID-1304369576,4
BZID-1304369581,3
BZID-1304369587,13
BZID-1304369588,2
BZID-1304369604,2
BZID-1304369605,3
BZID-1304369606,10
BZID-1304369609,1
BZID-1304369610,16
BZID-1304369617,2
BZID-1304369618,11
BZID-1304369621,2
BZID-1304369622,4
BZID-1304369637,2
BZID-1304369638,1
BZID-1304369656,1
BZID-1304369661,2
BZID-1304369665,1
BZID-1304369685,5
BZID-1304369688,1
BZID-1304369694,3
BZID-1304369696,1
BZID-1304369699,10
BZID-1304369708,6
BZID-1304369710,2
BZID-1304369713,11
BZID-1304369716,1
BZID-1304369717,6
BZID-1304369721,1
BZID-1304369722,1
BZID-1304369727,1
BZID-1304369728,6
BZID-1304369731,1
BZID-1304369747,19
BZID-1304369748,1
BZID-1304369749,2
BZID-1304369750,1
BZID-1304369758,1
BZID-1304369759,4
BZID-1304369761,2
BZID-1304369763,2
BZID-1304369764,1
BZID-1304369768,4
BZID-1304369776,1
BZID-1304369780,1
BZID-1304369781,3
BZID-1304369782,1
BZID-1304369792,58
BZID-1304369793,1
BZID-1304369800,2
BZID-1304369801,1
BZID-1304369803,1
BZID-1304369806,26
BZID-1304369810,1
BZID-1304369813,1
BZID-1304369817,1
BZID-1304369821,1
BZID-1304369823,9
BZID-1304369839,17
BZID-1304369843,6
BZID-1304369846,8
BZID-1304369847,16
BZID-1304369850,2
BZID-1304369857,1
BZID-1304369858,4
BZID-1304369859,1
BZID-1304369865,1
BZID-1304369867,2
BZID-1304369872,6
BZID-1304369883,6
BZID-1304369890,2
BZID-1304369893,1
BZID-1304369899,2
BZID-1304369907,1
BZID-1304369910,1
BZID-1304369915,1
BZID-1304369916,1
BZID-1304369918,1
BZID-1304369919,1
BZID-1304369920,1
BZID-1304369922,2
BZID-1304369924,3
BZID-1304369926,2
BZID-1304369930,4
BZID-1304369935,2
BZID-1304369939,11
BZID-1304369945,2
BZID-1304369947,1
BZID-1304369950,12
BZID-1304369952,7
BZID-1304369954,7
BZID-1304369957,2
BZID-1304369962,1
BZID-1304369966,1
BZID-1304369967,4
BZID-1304369968,1
BZID-1304369980,3
BZID-1304369984,15
BZID-1304369987,7
BZID-1304369993,1
BZID-1304369994,1
BZID-1304369995,2
BZID-1304370000,3
BZID-1304370001,13
BZID-1304370004,1
BZID-1304370006,1
BZID-1304370007,35
BZID-1304370008,2
BZID-1304370011,1
BZID-1304370012,1
BZID-1304370016,30
BZID-1304370017,2
BZID-1304370019,5
BZID-1304370022,6
BZID-1304370024,3
BZID-1304370031,1
BZID-1304370032,8
BZID-1304370038,11
BZID-1304370050,1
BZID-1304370061,1
BZID-1304370070,3
BZID-1304370081,1
BZID-1304370094,1
BZID-1304370101,3
BZID-1304370114,1
BZID-1304370123,1
BZID-1304370133,2
BZID-1304370134,11
BZID-1304370137,83
BZID-1304370148,27
BZID-1304370150,1
BZID-1304370159,1
BZID-1304370170,20
BZID-1304370174,21
BZID-1304370223,5
BZID-1304370225,1
BZID-1304370226,9
BZID-1304370242,4
BZID-1304370244,2
BZID-1304370253,1
BZID-1304370261,1
BZID-1304370267,7
BZID-1304370274,2
BZID-1304370275,1
BZID-1304370278,3
BZID-1304370286,2
BZID-1304370304,12
BZID-1304370308,1
BZID-1304370310,3
BZID-1304370319,2
BZID-1304370322,4
BZID-1304370324,1
BZID-1304370332,1
BZID-1304370336,5
BZID-1304370338,52
BZID-1304370343,4
BZID-1304370348,2
BZID-1304370350,1
BZID-1304370364,2
BZID-1304370367,3
BZID-1304370370,3
BZID-1304370377,2
BZID-1304370387,1
BZID-1304370398,1
BZID-1304370408,34
BZID-1304370411,1
BZID-1304370437,1
BZID-1304370438,3
BZID-1304370439,1
BZID-1304370442,1
BZID-1304370443,2
BZID-1304370448,1
BZID-1304370449,2
BZID-1304370458,11
BZID-1304370460,3
BZID-1304370466,10
BZID-1304370472,1
BZID-1304370482,1
BZID-1304370488,1
BZID-1304370489,2
BZID-1304370495,2
BZID-1304370500,1
BZID-1304370504,10
BZID-1304370506,3
BZID-1304370518,2
BZID-1304370525,2
BZID-1304370526,8
BZID-1304370531,1
BZID-1304370532,2
BZID-1304370544,9
BZID-1304370547,5
BZID-1304370556,2
BZID-1304370558,8
BZID-1304370562,1
BZID-1304370568,1
BZID-1304370575,1
BZID-1304370577,1
BZID-1304370583,1
BZID-1304370584,1
BZID-1304370586,1
BZID-1304370587,1
BZID-1304370591,2
BZID-1304370593,1
BZID-1304370599,1
BZID-1304370600,1
BZID-1304370605,1
BZID-1304370612,9
BZID-1304370620,11
BZID-1304370623,1
BZID-1304370629,3
BZID-1304370631,5
BZID-1304370632,4
BZID-1304370633,8
BZID-1304370638,2
BZID-1304370640,14
BZID-1304370642,2
BZID-1304370647,1
BZID-1304370648,9
BZID-1304370651,6
BZID-1304370652,5
BZID-1304370662,1
BZID-1304370664,1
BZID-1304370670,20
BZID-1304370673,1
BZID-1304370676,3
BZID-1304370680,14
BZID-1304370681,3
BZID-1304370686,32
BZID-1304370693,3
BZID-1304370697,3
BZID-1304370710,9
BZID-1304370711,6
BZID-1304370712,4
BZID-1304370716,1
BZID-1304370720,4
BZID-1304370733,2
BZID-1304370739,79
BZID-1304370740,17
BZID-1304370741,8
BZID-1304370746,3
BZID-1304370754,1
BZID-1304370771,1
BZID-1304370772,4
BZID-1304370777,3
BZID-1304370784,3
BZID-1304370785,2
BZID-1304370788,7
BZID-1304370792,1
BZID-1304370808,8
BZID-1304370821,4
BZID-1304370832,96
BZID-1304370840,2
BZID-1304370847,10
BZID-1304370882,6
BZID-1304370885,15
BZID-1304370893,1
BZID-1304370900,2
BZID-1304370904,4
BZID-1304370913,6
BZID-1304370919,2
BZID-1304370925,6
BZID-1304370945,6
BZID-1304370948,1
BZID-1304370951,1
BZID-1304370952,3
BZID-1304370954,1
BZID-1304370961,3
BZID-1304370970,1
BZID-1304370973,1
BZID-1304370974,9
BZID-1304370978,1
BZID-1304370979,19
BZID-1304370986,4
BZID-1304370988,1
BZID-1304370994,2
BZID-1304370998,2
BZID-1304371000,8
BZID-1304371001,1
BZID-1304371003,1
BZID-1304371005,13
BZID-1304371008,1
BZID-1304371009,1
BZID-1304371013,5
BZID-1304371028,2
BZID-1304371031,1
BZID-1304371034,6
BZID-1304371038,1
BZID-1304371040,1
BZID-1304371041,1
BZID-1304371042,5
BZID-1304371048,8
BZID-1304371051,13
BZID-1304371056,1
BZID-1304371060,1
BZID-1304371061,1
BZID-1304371068,7
BZID-1304371079,7
BZID-1304371081,6
BZID-1304371082,3
BZID-1304371084,2
BZID-1304371090,6
BZID-1304371098,1
BZID-1304371107,14
BZID-1304371120,9
BZID-1304371130,6
BZID-1304371143,3
BZID-1304371144,25
BZID-1304371146,8
BZID-1304371151,3
BZID-1304371157,1
BZID-1304371160,9
BZID-1304371161,2
BZID-1304371165,18
BZID-1304371168,2
BZID-1304371169,1
BZID-1304371178,9
BZID-1304371188,5
BZID-1304371198,7
BZID-1304371205,4
BZID-1304371213,2
BZID-1304371216,6
BZID-1304371225,3
BZID-1304371226,3
BZID-1304371233,1
BZID-1304371236,1
BZID-1304371246,7
BZID-1304371257,1
BZID-1304371258,2
BZID-1304371259,5
BZID-1304371267,1
BZID-1304371272,1
BZID-1304371283,1
BZID-1304371288,2
BZID-1304371291,1
BZID-1304371293,8
BZID-1304371297,3
BZID-1304371304,4
BZID-1304371306,2
BZID-1304371307,1
BZID-1304371315,24
BZID-1304371326,3
BZID-1304371327,13
BZID-1304371330,2
BZID-1304371332,4
BZID-1304371342,1
BZID-1304371344,1
