businessid,prev_max_order_dt,prev_total_orders,prev_distinct_order_dates
BZID-1304443239,2020-07-13,1,1
BZID-1304443296,2021-12-18,122,66
BZID-1304443315,,0,0
BZID-1304443329,,0,0
BZID-1304443334,,0,0
BZID-1304443350,,0,0
BZID-1304443356,,0,0
BZID-1304443417,2020-10-11,7,7
BZID-1304443419,2021-12-18,1146,279
BZID-1304443430,2021-12-17,266,183
BZID-1304443484,,0,0
BZID-1304443508,2021-08-17,24,18
BZID-1304443518,,0,0
BZID-1304443547,,0,0
BZID-1304443552,,0,0
BZID-1304443727,2020-09-28,12,6
BZID-1304443743,,0,0
BZID-1304443764,,0,0
BZID-1304443785,2021-04-16,15,4
BZID-1304443793,2021-03-02,1,1
BZID-1304443822,2021-12-01,6,6
BZID-1304443913,2020-09-21,1,1
BZID-1304444016,2020-08-31,4,1
BZID-1304444023,2020-09-28,4,4
BZID-1304444026,2020-08-31,2,1
BZID-1304444069,2021-08-10,6,4
BZID-1304444095,,0,0
BZID-1304444109,2020-09-01,1,1
BZID-1304444138,2021-12-17,178,124
BZID-1304444156,2020-09-01,1,1
BZID-1304444159,,0,0
BZID-1304444175,2021-11-12,290,164
BZID-1304444180,,0,0
BZID-1304444188,,0,0
BZID-1304444193,,0,0
BZID-1304444204,,0,0
BZID-1304444234,2020-10-20,54,25
BZID-1304444249,,0,0
BZID-1304444254,,0,0
BZID-1304444290,2020-09-07,2,2
BZID-1304444295,,0,0
BZID-1304444355,2021-12-17,82,75
BZID-1304444372,2020-09-04,2,2
BZID-1304444395,,0,0
BZID-1304444396,2020-10-27,5,5
BZID-1304444437,,0,0
BZID-1304444440,2020-09-25,8,8
BZID-1304444456,2020-08-07,2,1
BZID-1304444457,2020-08-07,1,1
BZID-1304444459,2020-11-23,2,2
BZID-1304444460,2020-08-07,1,1
BZID-1304444465,2020-08-11,2,2
BZID-1304444506,,0,0
BZID-1304444580,,0,0
BZID-1304444598,,0,0
BZID-1304444636,,0,0
BZID-1304444638,,0,0
BZID-1304444645,2021-06-28,28,28
BZID-1304444651,,0,0
BZID-1304444666,2021-08-18,179,105
BZID-1304444675,2021-12-18,18,18
BZID-1304444715,2020-08-15,1,1
BZID-1304444729,2021-12-14,629,138
BZID-1304444734,2021-04-04,9,7
BZID-1304444762,2020-12-30,5,5
BZID-1304444776,,0,0
BZID-1304444779,2021-05-25,72,39
BZID-1304444787,2021-03-23,34,17
BZID-1304444845,2021-07-03,9,9
BZID-1304444870,,0,0
BZID-1304444875,2020-09-08,5,4
BZID-1304444883,,0,0
BZID-1304444933,,0,0
BZID-1304444938,2020-09-05,3,3
BZID-1304444956,2021-12-15,935,329
BZID-1304444975,,0,0
BZID-1304445039,,0,0
BZID-1304445057,,0,0
BZID-1304445063,2021-09-30,4,4
BZID-1304445100,,0,0
BZID-1304445227,,0,0
BZID-1304445229,2021-11-30,72,20
BZID-1304445237,2021-10-08,287,133
BZID-1304445279,2020-08-10,1,1
BZID-1304445294,2021-12-15,160,107
BZID-1304445316,2021-12-16,112,87
BZID-1304445320,2020-08-13,2,2
BZID-1304445326,2021-11-03,11,8
BZID-1304445344,2020-08-27,1,1
BZID-1304445354,,0,0
BZID-1304445361,2020-08-30,1,1
BZID-1304445387,,0,0
BZID-1304445408,,0,0
BZID-1304445413,2020-08-12,1,1
BZID-1304445427,2021-12-17,142,104
BZID-1304445432,,0,0
BZID-1304445449,2021-04-18,63,44
BZID-1304445465,,0,0
BZID-1304445466,,0,0
BZID-1304445471,,0,0
BZID-1304445487,,0,0
BZID-1304445504,,0,0
BZID-1304445523,,0,0
BZID-1304445559,2021-02-25,25,22
BZID-1304445572,,0,0
BZID-1304445581,,0,0
BZID-1304445650,2020-10-04,16,1
BZID-1304445749,2021-10-11,90,48
BZID-1304445766,,0,0
BZID-1304445772,,0,0
BZID-1304445794,,0,0
BZID-1304445800,,0,0
BZID-1304445817,2020-09-25,1,1
BZID-1304445819,,0,0
BZID-1304445822,2021-02-19,8,7
BZID-1304445832,2021-12-18,586,293
BZID-1304445866,2021-07-26,36,33
BZID-1304445872,2021-10-22,74,69
BZID-1304445905,,0,0
BZID-1304445929,,0,0
BZID-1304445935,,0,0
BZID-1304445974,2021-12-10,148,89
BZID-1304445979,,0,0
BZID-1304446001,,0,0
BZID-1304446010,,0,0
BZID-1304446042,2020-10-12,1,1
BZID-1304446053,2020-11-17,3,3
BZID-1304446082,2020-10-18,1,1
BZID-1304446089,,0,0
BZID-1304446091,,0,0
BZID-1304446103,,0,0
BZID-1304446154,,0,0
BZID-1304446156,2020-11-17,1,1
BZID-1304446158,,0,0
BZID-1304446173,2021-09-20,39,32
BZID-1304446199,,0,0
BZID-1304446205,,0,0
BZID-1304446236,2020-11-02,11,6
BZID-1304446253,2021-12-18,1604,184
BZID-1304446264,2020-10-08,1,1
BZID-1304446267,2021-12-08,172,84
BZID-1304446279,2020-10-06,1,1
BZID-1304446324,2021-12-17,522,228
BZID-1304446336,2020-10-10,1,1
BZID-1304446348,2021-04-17,50,44
BZID-1304446357,,0,0
BZID-1304446362,2021-11-06,26,21
BZID-1304446396,2020-11-11,5,2
BZID-1304446404,,0,0
BZID-1304446415,2020-11-27,5,3
BZID-1304446455,,0,0
BZID-1304446471,2021-12-08,34,26
BZID-1304446529,2021-12-09,16,13
BZID-1304446547,,0,0
BZID-1304446551,,0,0
BZID-1304446561,2021-12-18,737,336
BZID-1304446610,2020-09-11,1,1
BZID-1304446622,,0,0
BZID-1304446631,2021-12-14,898,327
BZID-1304446651,2021-12-13,19,14
BZID-1304446673,,0,0
BZID-1304446675,,0,0
BZID-1304446680,,0,0
BZID-1304446687,,0,0
BZID-1304446704,,0,0
BZID-1304446711,2021-11-05,26,19
BZID-1304446734,2021-04-22,60,40
BZID-1304446770,2021-08-18,48,40
BZID-1304446795,,0,0
BZID-1304446829,2020-10-09,3,3
BZID-1304446835,2020-09-04,1,1
BZID-1304446836,2021-03-13,13,12
BZID-1304446841,2021-08-24,171,114
BZID-1304446855,,0,0
BZID-1304446867,,0,0
BZID-1304446889,2020-09-28,2,2
BZID-1304446916,2021-08-23,60,31
BZID-1304446958,2021-07-15,26,23
BZID-1304446969,,0,0
BZID-1304447058,,0,0
BZID-1304447081,2021-12-16,297,159
BZID-1304447120,,0,0
BZID-1304447131,2020-10-16,8,3
BZID-1304447134,2021-12-09,11,7
BZID-1304447148,2021-08-22,15,7
BZID-1304447186,2021-12-18,49,49
BZID-1304447192,,0,0
BZID-1304447195,2021-12-18,365,248
BZID-1304447239,,0,0
BZID-1304447310,2021-04-28,14,8
BZID-1304447322,2021-10-07,189,144
BZID-1304447355,2021-02-03,5,4
BZID-1304447427,,0,0
BZID-1304447460,2020-09-15,2,1
BZID-1304447516,,0,0
BZID-1304447517,2020-02-27,1,1
BZID-1304447519,,0,0
BZID-1304447541,,0,0
BZID-1304447553,2021-12-18,289,190
BZID-1304447557,2021-12-16,173,122
BZID-1304447574,,0,0
BZID-1304447587,2020-04-03,3,3
BZID-1304447596,2021-12-17,30,23
BZID-1304447599,2021-09-11,6,5
BZID-1304447617,2020-02-13,1,1
BZID-1304447623,2020-03-23,13,9
BZID-1304447660,2021-12-18,65,56
BZID-1304447671,2021-11-23,6,6
BZID-1304447680,2020-02-13,1,1
BZID-1304447732,2021-12-18,22,20
BZID-1304447742,,0,0
BZID-1304447775,2020-02-27,3,3
BZID-1304447784,,0,0
BZID-1304447856,2021-12-16,54,38
BZID-1304447891,2021-12-05,26,23
BZID-1304447909,2020-02-11,1,1
BZID-1304447936,,0,0
BZID-1304447944,,0,0
BZID-1304447959,2021-12-17,531,121
BZID-1304447966,,0,0
BZID-1304447979,2021-12-16,10,7
BZID-1304447995,2020-06-16,122,35
BZID-1304447996,2021-12-07,18,17
BZID-1304448001,2020-03-16,46,6
BZID-1304448008,,0,0
BZID-1304448013,2020-03-19,2,2
BZID-1304448046,2021-12-12,44,40
BZID-1304448064,2020-02-28,45,5
BZID-1304448075,2021-11-13,6,6
BZID-1304448077,2021-11-24,283,168
BZID-1304448081,2020-02-19,1,1
BZID-1304448099,2021-12-18,20,17
BZID-1304448101,2021-11-17,17,10
BZID-1304448111,2020-02-19,1,1
BZID-1304448175,2021-12-18,930,393
BZID-1304448188,,0,0
BZID-1304448214,2021-12-13,233,160
BZID-1304448232,,0,0
BZID-1304448287,2020-02-18,3,2
BZID-1304448296,2021-06-29,39,16
BZID-1304448329,,0,0
BZID-1304448342,2021-09-07,7,6
BZID-1304448346,2021-11-25,8,8
BZID-1304448351,,0,0
BZID-1304448360,2021-12-10,22,13
BZID-1304448373,,0,0
BZID-1304448408,,0,0
BZID-1304448440,,0,0
BZID-1304448450,2021-08-18,1,1
BZID-1304448451,2020-03-28,9,5
BZID-1304448467,,0,0
BZID-1304448471,,0,0
BZID-1304448532,2021-12-17,5,3
BZID-1304448597,2020-03-11,2,2
BZID-1304448632,2021-12-17,11,8
BZID-1304448662,2021-09-04,35,19
BZID-1304448709,,0,0
BZID-1304448727,,0,0
BZID-1304448808,2021-10-30,16,12
BZID-1304448809,2020-02-19,3,3
BZID-1304448812,2020-12-01,46,30
BZID-1304448824,,0,0
BZID-1304448825,2020-02-11,3,3
BZID-1304448837,,0,0
BZID-1304448842,2020-01-13,1,1
BZID-1304448849,,0,0
BZID-1304448856,2021-01-03,4,3
BZID-1304448859,,0,0
BZID-1304448863,,0,0
BZID-1304448874,2020-03-17,4,4
BZID-1304448914,,0,0
BZID-1304449013,,0,0
BZID-1304449028,2021-12-17,9,6
BZID-1304449031,,0,0
BZID-1304449039,2021-12-03,24,24
BZID-1304449045,2021-09-15,5,4
BZID-1304449103,2021-12-14,246,141
BZID-1304449124,2020-03-27,1,1
BZID-1304449125,2021-12-16,204,167
BZID-1304449132,,0,0
BZID-1304449158,2021-11-24,164,51
BZID-1304449173,,0,0
BZID-1304449249,2021-07-02,1,1
BZID-1304449258,,0,0
BZID-1304449294,2021-10-03,31,24
BZID-1304449300,,0,0
BZID-1304449305,2021-12-15,105,97
BZID-1304449309,2020-03-20,6,4
BZID-1304449322,,0,0
BZID-1304449328,2021-12-08,14,10
BZID-1304449344,2021-12-17,83,68
BZID-1304449354,2021-12-10,9,9
BZID-1304449364,2021-11-25,24,9
BZID-1304449387,,0,0
BZID-1304449395,2021-10-04,7,5
BZID-1304449417,2021-12-17,136,99
BZID-1304449455,2021-12-17,670,317
BZID-1304449460,2021-12-14,1121,236
BZID-1304449474,2020-01-25,1,1
BZID-1304449505,2021-12-18,46,11
BZID-1304449515,,0,0
BZID-1304449531,2020-01-25,1,1
BZID-1304449539,2021-12-01,311,174
BZID-1304449546,2021-10-05,39,19
BZID-1304449551,2021-12-16,163,135
BZID-1304449589,2021-05-22,208,107
BZID-1304449593,2021-12-18,1150,435
BZID-1304449594,,0,0
BZID-1304449607,2021-09-12,9,8
BZID-1304449613,2021-11-23,33,29
BZID-1304449649,2021-12-18,587,218
BZID-1304449667,2020-08-05,2,2
BZID-1304449708,2021-07-19,141,60
BZID-1304449730,,0,0
BZID-1304449764,2020-07-27,6,3
BZID-1304449773,2021-10-27,41,37
BZID-1304449786,2021-04-24,5,4
BZID-1304449790,2020-05-25,3,2
BZID-1304449810,2020-10-09,4,4
BZID-1304449821,2021-12-07,345,78
BZID-1304449830,2021-12-02,15,11
BZID-1304449926,2021-12-17,610,305
BZID-1304449957,2021-12-15,170,136
BZID-1304449971,2021-12-17,129,117
BZID-1304449988,2021-05-14,88,43
BZID-1304450005,2021-12-15,144,97
BZID-1304450036,2021-12-17,750,55
BZID-1304450041,2021-11-01,35,26
BZID-1304450066,2021-12-18,201,86
BZID-1304450091,2021-12-11,28,28
BZID-1304450159,,0,0
BZID-1304450198,2021-04-12,179,94
BZID-1304450223,,0,0
BZID-1304450237,,0,0
BZID-1304450320,2021-11-11,19,18
BZID-1304450352,2020-05-19,1,1
BZID-1304450368,,0,0
BZID-1304450410,,0,0
BZID-1304450449,2021-03-03,57,29
BZID-1304450453,2021-10-24,53,47
BZID-1304450472,2021-09-02,8,7
BZID-1304450484,2020-06-26,7,6
BZID-1304450489,,0,0
BZID-1304450498,2020-12-22,13,10
BZID-1304450508,2021-08-04,52,50
BZID-1304450548,2020-12-23,14,6
BZID-1304450577,2020-03-15,2,2
BZID-1304450579,2021-12-18,631,267
BZID-1304450586,2020-03-01,1,1
BZID-1304450625,,0,0
BZID-1304450638,,0,0
BZID-1304450647,2020-03-21,5,5
BZID-1304450667,2021-12-18,36,29
BZID-1304450668,2021-12-17,85,53
BZID-1304450692,,0,0
BZID-1304450696,2021-12-09,108,81
BZID-1304450701,2020-03-16,7,5
BZID-1304450732,2021-12-17,31,26
BZID-1304450793,2020-03-09,2,2
BZID-1304450807,2020-03-13,2,2
BZID-1304450831,2020-03-18,5,4
BZID-1304450870,,0,0
BZID-1304450906,,0,0
BZID-1304450996,,0,0
BZID-1304451001,2021-12-18,59,35
BZID-1304451008,2021-07-22,3,3
BZID-1304451034,,0,0
BZID-1304451050,2021-12-18,31,27
BZID-1304451118,2021-12-13,1692,457
BZID-1304451131,2020-08-27,20,15
BZID-1304451211,,0,0
BZID-1304451241,2021-12-15,181,163
BZID-1304451291,2020-05-14,3,1
BZID-1304451339,2021-07-31,4,3
BZID-1304451363,2021-11-21,12,12
BZID-1304451374,,0,0
BZID-1304451382,2021-11-01,22,11
BZID-1304451386,,0,0
BZID-1304451389,,0,0
BZID-1304451398,,0,0
BZID-1304451416,2020-12-30,1,1
BZID-1304451520,2021-12-06,33,19
BZID-1304451522,2020-06-25,35,24
BZID-1304451551,,0,0
BZID-1304451571,2021-08-06,10,6
BZID-1304451572,,0,0
BZID-1304451622,,0,0
BZID-1304451627,,0,0
BZID-1304451639,,0,0
BZID-1304451657,,0,0
BZID-1304451700,,0,0
BZID-1304451703,,0,0
BZID-1304451716,,0,0
BZID-1304451735,,0,0
BZID-1304451744,,0,0
BZID-1304451772,,0,0
BZID-1304451787,,0,0
BZID-1304451789,2021-12-18,29,23
BZID-1304451824,,0,0
BZID-1304451825,,0,0
BZID-1304451831,,0,0
BZID-1304451845,,0,0
BZID-1304451849,,0,0
BZID-1304451866,2021-12-12,70,52
BZID-1304451926,,0,0
BZID-1304451936,,0,0
BZID-1304451937,,0,0
BZID-1304452011,,0,0
BZID-1304452014,,0,0
BZID-1304452015,,0,0
BZID-1304452027,2021-12-15,134,100
BZID-1304452032,,0,0
BZID-1304452040,,0,0
BZID-1304452063,,0,0
BZID-1304452136,,0,0
BZID-1304452152,,0,0
BZID-1304452164,,0,0
BZID-1304452179,,0,0
BZID-1304452194,,0,0
BZID-1304452220,2020-08-18,3,3
BZID-1304452226,,0,0
BZID-1304452239,,0,0
BZID-1304452274,,0,0
BZID-1304452318,,0,0
BZID-1304452322,,0,0
BZID-1304452336,,0,0
BZID-1304452350,,0,0
BZID-1304452353,,0,0
BZID-1304452381,2020-06-19,6,3
BZID-1304452411,,0,0
BZID-1304452425,,0,0
BZID-1304452468,2021-12-06,17,14
BZID-1304452482,,0,0
BZID-1304452484,,0,0
BZID-1304452532,,0,0
BZID-1304452534,,0,0
BZID-1304452546,2021-12-07,119,79
BZID-1304452575,,0,0
BZID-1304452581,,0,0
BZID-1304452603,,0,0
BZID-1304452620,,0,0
BZID-1304452621,,0,0
BZID-1304452634,,0,0
BZID-1304452648,,0,0
BZID-1304452676,,0,0
BZID-1304452681,2020-08-14,2,2
BZID-1304452705,2020-10-03,5,5
BZID-1304452711,,0,0
BZID-1304452720,,0,0
BZID-1304452786,,0,0
BZID-1304452843,,0,0
BZID-1304452868,2021-12-15,173,123
BZID-1304452879,2020-07-06,2,1
BZID-1304452891,,0,0
BZID-1304452943,2021-01-08,10,9
BZID-1304453000,,0,0
BZID-1304453005,,0,0
BZID-1304453011,,0,0
BZID-1304453019,,0,0
BZID-1304453030,,0,0
BZID-1304453059,,0,0
BZID-1304453068,,0,0
BZID-1304453075,2021-12-16,199,152
BZID-1304453108,,0,0
BZID-1304453109,,0,0
BZID-1304453113,,0,0
BZID-1304453163,2020-07-07,1,1
BZID-1304453176,,0,0
BZID-1304453177,,0,0
BZID-1304453228,,0,0
BZID-1304453248,,0,0
BZID-1304453274,,0,0
BZID-1304453288,,0,0
BZID-1304453316,,0,0
BZID-1304453321,2021-11-06,1720,211
BZID-1304453336,,0,0
BZID-1304453349,,0,0
BZID-1304453400,,0,0
BZID-1304453417,,0,0
BZID-1304453432,,0,0
BZID-1304453433,,0,0
BZID-1304453476,2020-07-17,1,1
BZID-1304453481,,0,0
BZID-1304453531,,0,0
BZID-1304453541,,0,0
BZID-1304453548,,0,0
BZID-1304453579,,0,0
BZID-1304453587,,0,0
BZID-1304453616,,0,0
BZID-1304453625,,0,0
BZID-1304453688,,0,0
BZID-1304453690,,0,0
BZID-1304453767,2020-06-13,1,1
BZID-1304453771,,0,0
BZID-1304453772,2020-06-13,1,1
BZID-1304453797,2020-08-24,5,5
BZID-1304453822,,0,0
BZID-1304453859,2020-06-13,1,1
BZID-1304453860,2021-12-07,313,214
BZID-1304453872,2021-07-19,181,132
BZID-1304453899,2020-09-16,1,1
BZID-1304453928,,0,0
BZID-1304453934,,0,0
BZID-1304453936,,0,0
BZID-1304453956,,0,0
BZID-1304453967,,0,0
BZID-1304453971,,0,0
BZID-1304453973,2020-06-11,1,1
BZID-1304454005,2020-08-03,3,3
BZID-1304454011,,0,0
BZID-1304454032,,0,0
BZID-1304454056,,0,0
BZID-1304454097,,0,0
BZID-1304454141,,0,0
BZID-1304454145,2021-12-15,569,264
BZID-1304454153,2020-06-29,2,2
BZID-1304454201,,0,0
BZID-1304454206,,0,0
BZID-1304454307,2021-06-14,1,1
BZID-1304454321,,0,0
BZID-1304454352,,0,0
BZID-1304454354,,0,0
BZID-1304454375,,0,0
BZID-1304454390,2021-09-10,72,60
BZID-1304454413,2020-07-04,1,1
BZID-1304454417,,0,0
BZID-1304454421,,0,0
BZID-1304454452,,0,0
BZID-1304454518,,0,0
BZID-1304454537,,0,0
BZID-1304454560,,0,0
BZID-1304454593,,0,0
BZID-1304454604,,0,0
BZID-1304454607,,0,0
BZID-1304454620,,0,0
BZID-1304454648,,0,0
BZID-1304454651,,0,0
BZID-1304454653,,0,0
BZID-1304454670,2021-12-04,530,173
BZID-1304454677,,0,0
BZID-1304454690,2020-06-12,1,1
BZID-1304454727,,0,0
BZID-1304454758,,0,0
BZID-1304454820,,0,0
BZID-1304454856,,0,0
BZID-1304454868,,0,0
BZID-1304454897,,0,0
BZID-1304454909,,0,0
BZID-1304454920,,0,0
BZID-1304454940,,0,0
BZID-1304454965,,0,0
BZID-1304454969,,0,0
BZID-1304455001,,0,0
BZID-1304455045,,0,0
BZID-1304455076,2020-10-02,10,7
BZID-1304455082,,0,0
BZID-1304455136,2021-02-09,60,43
BZID-1304455165,,0,0
BZID-1304455204,,0,0
BZID-1304455308,2020-06-18,2,2
BZID-1304455346,2021-07-06,11,11
BZID-1304455371,2021-07-11,4,4
BZID-1304455377,2020-06-11,1,1
BZID-1304455379,2021-12-18,17,14
BZID-1304455382,,0,0
BZID-1304455415,,0,0
BZID-1304455416,,0,0
BZID-1304455418,2020-10-09,2,2
BZID-1304455419,,0,0
BZID-1304455427,,0,0
BZID-1304455449,,0,0
BZID-1304455528,,0,0
BZID-1304455552,2020-08-24,7,6
BZID-1304455597,2021-05-08,6,6
BZID-1304455639,2021-12-17,182,131
BZID-1304455657,,0,0
BZID-1304455728,2019-03-22,14,13
BZID-1304455774,,0,0
BZID-1304455806,,0,0
BZID-1304455807,2019-01-04,2,1
BZID-1304455819,,0,0
BZID-1304455880,,0,0
BZID-1304455882,2021-12-11,391,246
BZID-1304455896,,0,0
BZID-1304455914,2021-11-29,116,86
BZID-1304456002,2021-11-22,678,190
BZID-1304456032,2021-12-02,545,122
BZID-1304456042,2019-01-12,5,3
BZID-1304456103,2021-12-17,496,336
BZID-1304456104,2019-02-05,9,7
BZID-1304456113,,0,0
BZID-1304456122,,0,0
BZID-1304456168,,0,0
BZID-1304456175,2020-11-17,1,1
BZID-1304456208,2019-02-02,2,2
BZID-1304456211,2019-05-27,14,12
BZID-1304456219,2021-12-13,178,108
BZID-1304456281,2021-01-17,20,16
BZID-1304456296,,0,0
BZID-1304456317,2021-12-07,167,128
BZID-1304456318,2021-12-18,2194,742
BZID-1304456319,2021-12-16,861,412
BZID-1304456346,2019-02-12,11,1
BZID-1304456383,2020-08-09,397,211
BZID-1304456424,2020-10-30,86,75
BZID-1304456440,2019-06-10,12,5
BZID-1304456445,2021-11-01,583,353
BZID-1304456465,,0,0
BZID-1304456576,2021-12-18,581,240
BZID-1304456659,2021-08-06,6,6
BZID-1304456677,2019-01-31,1,1
BZID-1304456808,,0,0
BZID-1304456829,2021-12-18,452,149
BZID-1304456848,2021-12-13,147,112
BZID-1304456863,2021-12-14,159,105
BZID-1304456891,2021-12-16,1248,457
BZID-1304456912,2021-12-18,1131,470
BZID-1304456917,2021-12-17,524,259
BZID-1304456922,2018-12-11,1,1
BZID-1304456988,2019-07-06,162,73
BZID-1304457026,,0,0
BZID-1304457051,2019-01-13,3,3
BZID-1304457069,2021-12-14,465,260
BZID-1304457089,,0,0
BZID-1304457176,2019-02-24,43,19
BZID-1304457189,2019-11-25,39,20
BZID-1304457195,2021-12-18,3339,841
BZID-1304457265,2021-10-08,247,105
BZID-1304457293,2020-11-11,2,2
BZID-1304457309,,0,0
BZID-1304457333,,0,0
BZID-1304457355,2019-03-04,17,12
BZID-1304457404,2018-12-26,1,1
BZID-1304457431,2021-11-07,287,151
BZID-1304457519,2019-02-05,4,3
BZID-1304457667,2021-12-17,1426,419
BZID-1304457670,2019-08-03,30,25
BZID-1304457732,2019-07-15,8,5
BZID-1304457794,2019-04-08,1,1
BZID-1304457808,2021-11-16,66,43
BZID-1304457817,,0,0
BZID-1304457825,2019-04-20,2,2
BZID-1304457830,2019-05-04,4,1
BZID-1304457894,2019-10-05,7,4
BZID-1304457935,,0,0
BZID-1304457947,2021-07-08,736,167
BZID-1304457949,2020-02-29,95,32
BZID-1304457967,,0,0
BZID-1304457971,2019-12-26,2,1
BZID-1304458002,,0,0
BZID-1304458065,2021-07-14,12,11
BZID-1304458088,,0,0
BZID-1304458093,2020-03-02,2,2
BZID-1304458119,2019-07-30,9,8
BZID-1304458121,2019-06-28,6,2
BZID-1304458167,,0,0
BZID-1304458173,2019-04-11,1,1
BZID-1304458178,2021-08-09,43,38
BZID-1304458188,2019-05-17,47,14
BZID-1304458294,2019-07-13,6,4
BZID-1304458298,2019-09-26,1,1
BZID-1304458301,2019-12-04,9,8
BZID-1304458317,2019-08-10,4,4
BZID-1304458380,2021-12-18,981,291
BZID-1304458388,2021-07-10,753,339
BZID-1304458417,2019-11-19,31,31
BZID-1304458421,2021-09-23,333,220
BZID-1304458422,,0,0
BZID-1304458431,2019-04-30,1,1
BZID-1304458442,2019-12-26,7,6
BZID-1304458470,2020-03-15,5,1
BZID-1304458471,2021-12-18,462,250
BZID-1304458514,,0,0
BZID-1304458515,2021-12-14,49,35
BZID-1304458546,2019-11-03,12,12
BZID-1304458553,2021-09-26,14,12
BZID-1304458583,2020-03-21,115,91
BZID-1304458601,2021-11-12,11,10
BZID-1304458687,2021-12-06,36,28
BZID-1304458688,,0,0
BZID-1304458692,2021-09-23,25,20
BZID-1304458699,2019-11-11,25,24
BZID-1304458716,2021-09-22,45,23
BZID-1304458726,2021-07-17,1,1
BZID-1304458766,2020-03-02,6,6
BZID-1304458838,2019-07-15,17,14
BZID-1304458858,2021-07-29,23,16
BZID-1304458883,2019-04-05,4,3
BZID-1304458901,2021-09-24,281,139
BZID-1304458982,2019-05-01,18,12
BZID-1304459031,2021-12-18,1993,568
BZID-1304459056,2021-12-02,10,9
BZID-1304459059,,0,0
BZID-1304459097,,0,0
BZID-1304459100,2021-12-18,3978,870
BZID-1304459105,2021-12-09,302,166
BZID-1304459127,2021-09-18,44,40
BZID-1304459140,2019-04-01,21,7
BZID-1304459175,2021-12-18,287,168
BZID-1304459187,2021-12-18,614,315
BZID-1304459207,2021-12-06,540,353
BZID-1304459213,2019-06-01,2,2
BZID-1304459221,2021-08-19,50,35
BZID-1304459282,2020-06-13,123,66
BZID-1304459299,2020-03-27,176,115
BZID-1304459301,2021-02-20,12,11
BZID-1304459316,,0,0
BZID-1304459325,2021-11-24,847,412
BZID-1304459353,,0,0
BZID-1304459380,2021-12-16,825,494
BZID-1304459408,2019-08-15,3,3
BZID-1304459434,2021-12-02,63,38
BZID-1304459449,,0,0
BZID-1304459453,2021-12-16,374,238
BZID-1304459461,2019-10-29,92,26
BZID-1304459468,2019-06-08,18,5
BZID-1304459474,,0,0
BZID-1304459496,,0,0
BZID-1304459514,2021-12-14,294,199
BZID-1304459584,,0,0
BZID-1304459636,2021-12-17,124,110
BZID-1304459717,2021-12-17,162,71
BZID-1304459737,2019-04-30,1,1
BZID-1304459819,2021-12-13,138,94
BZID-1304459825,2019-08-12,12,4
BZID-1304459842,2020-09-19,6,6
BZID-1304459844,2021-12-15,1864,550
BZID-1304459873,2021-04-14,95,75
BZID-1304459887,2021-12-16,524,292
BZID-1304459913,,0,0
BZID-1304459919,2020-10-05,3,3
BZID-1304459938,2021-12-10,310,184
BZID-1304459957,2021-12-18,455,340
BZID-1304459962,,0,0
BZID-1304459991,2021-10-03,334,226
BZID-1304460038,2020-07-21,84,32
BZID-1304460078,,0,0
BZID-1304460089,2021-12-16,1628,292
BZID-1304460122,2021-12-12,202,164
BZID-1304460139,2019-11-19,15,11
BZID-1304460150,2020-06-23,30,23
BZID-1304460229,2021-12-18,100,63
BZID-1304460248,2019-12-08,36,24
BZID-1304460273,2019-08-05,2,2
BZID-1304460281,2021-12-18,734,396
BZID-1304460317,2021-06-14,19,19
BZID-1304460325,2021-12-18,31,25
BZID-1304460326,2021-10-23,83,68
BZID-1304460337,2021-06-04,6,6
BZID-1304460347,2019-09-10,3,2
BZID-1304460350,2020-10-11,299,195
BZID-1304460368,2019-11-10,1,1
BZID-1304460385,2021-02-06,162,95
BZID-1304460410,2020-04-26,241,48
BZID-1304460430,2021-11-16,29,19
BZID-1304460431,2021-08-12,75,62
BZID-1304460475,2019-08-20,1,1
BZID-1304460535,2019-09-12,20,6
BZID-1304460597,2021-12-17,463,246
BZID-1304460639,2021-12-18,454,307
BZID-1304460659,2021-10-26,47,37
BZID-1304460781,2019-09-06,6,5
BZID-1304460893,2020-03-01,111,29
BZID-1304460920,,0,0
BZID-1304460926,2021-12-18,766,500
BZID-1304460973,2019-11-13,58,45
BZID-1304460987,2021-12-12,111,52
BZID-1304460993,2021-06-25,199,86
BZID-1304460994,2021-12-15,248,213
BZID-1304461035,2019-11-27,2,2
BZID-1304461045,2021-12-09,13,8
BZID-1304461053,2019-07-07,4,3
BZID-1304461059,2019-10-11,19,17
BZID-1304461068,2021-12-17,1024,272
BZID-1304461069,2019-07-01,2,2
BZID-1304461087,2021-11-15,8,4
BZID-1304461121,2021-12-18,176,131
BZID-1304461171,2021-12-09,65,38
BZID-1304461208,2020-05-11,128,71
BZID-1304461229,2019-07-30,2,2
BZID-1304461300,2020-03-10,2,2
BZID-1304461313,2019-06-08,2,1
BZID-1304461317,2021-12-18,671,214
BZID-1304461319,2021-07-30,731,271
BZID-1304461328,2021-02-03,7,4
BZID-1304461371,2020-03-09,12,9
BZID-1304461399,2021-12-18,672,367
BZID-1304461430,2021-08-18,1052,429
BZID-1304461443,,0,0
BZID-1304461444,2021-12-18,2351,576
BZID-1304461468,2019-07-02,10,5
BZID-1304461470,2021-12-17,71,52
BZID-1304461491,2021-12-01,171,71
BZID-1304461523,2021-12-18,1541,585
BZID-1304461566,2021-07-01,3,3
BZID-1304461666,2021-11-30,25,22
